,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
70,Santa Maria,0.669,0.566,10,-12.388,1,0.0288,0.329,0.0,0.192,0.708,111.395,audio_features,7yUv6nCxiV1pEa5MdybU5b,spotify:track:7yUv6nCxiV1pEa5MdybU5b,https://api.spotify.com/v1/tracks/7yUv6nCxiV1pEa5MdybU5b,https://api.spotify.com/v1/audio-analysis/7yUv6nCxiV1pEa5MdybU5b,243480,4
71,Only The Young - Featured in Miss Americana,0.56,0.78,5,-4.895,0,0.0517,0.00244,0.0,0.0714,0.602,93.516,audio_features,2slqvGLwzZZYsT4K4Y1GBC,spotify:track:2slqvGLwzZZYsT4K4Y1GBC,https://api.spotify.com/v1/tracks/2slqvGLwzZZYsT4K4Y1GBC,https://api.spotify.com/v1/audio-analysis/2slqvGLwzZZYsT4K4Y1GBC,157507,4
72,Caught in the Act,0.613,0.97,8,-2.971,1,0.034,0.133,0.0,0.291,0.668,133.981,audio_features,2PzbxsUrjEtNIdD6X4XPqZ,spotify:track:2PzbxsUrjEtNIdD6X4XPqZ,https://api.spotify.com/v1/tracks/2PzbxsUrjEtNIdD6X4XPqZ,https://api.spotify.com/v1/audio-analysis/2PzbxsUrjEtNIdD6X4XPqZ,246933,4
73,I Sat By The Ocean,0.516,0.78,8,-4.004,0,0.0364,0.00136,0.000715,0.11,0.899,116.794,audio_features,1D3YGmST01Ba0WRiT7THPG,spotify:track:1D3YGmST01Ba0WRiT7THPG,https://api.spotify.com/v1/tracks/1D3YGmST01Ba0WRiT7THPG,https://api.spotify.com/v1/audio-analysis/1D3YGmST01Ba0WRiT7THPG,235587,4
74,Way down We Go,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,audio_features,0y1QJc3SJVPKJ1OvFmFqe6,spotify:track:0y1QJc3SJVPKJ1OvFmFqe6,https://api.spotify.com/v1/tracks/0y1QJc3SJVPKJ1OvFmFqe6,https://api.spotify.com/v1/audio-analysis/0y1QJc3SJVPKJ1OvFmFqe6,213707,4
75,The Eternal Tao,0.481,0.778,8,-4.022,1,0.0973,0.00634,1.1e-05,0.0906,0.438,135.448,audio_features,1WLqzoKgwFax8UnLPHfhzA,spotify:track:1WLqzoKgwFax8UnLPHfhzA,https://api.spotify.com/v1/tracks/1WLqzoKgwFax8UnLPHfhzA,https://api.spotify.com/v1/audio-analysis/1WLqzoKgwFax8UnLPHfhzA,326613,4
76,Spätsommerregen,0.747,0.628,5,-11.823,1,0.0407,0.218,0.351,0.0742,0.573,123.977,audio_features,5emKGy4hZXx4pkdd6Qi3te,spotify:track:5emKGy4hZXx4pkdd6Qi3te,https://api.spotify.com/v1/tracks/5emKGy4hZXx4pkdd6Qi3te,https://api.spotify.com/v1/audio-analysis/5emKGy4hZXx4pkdd6Qi3te,227392,4
77,Brown Bag,0.554,0.727,0,-13.833,0,0.0348,0.92,0.825,0.0963,0.933,143.455,audio_features,1hk1xqRPp6qX9CpiDeI4Bs,spotify:track:1hk1xqRPp6qX9CpiDeI4Bs,https://api.spotify.com/v1/tracks/1hk1xqRPp6qX9CpiDeI4Bs,https://api.spotify.com/v1/audio-analysis/1hk1xqRPp6qX9CpiDeI4Bs,306333,4
78,Passagers,0.504,0.513,11,-8.57,0,0.0353,0.303,0.0744,0.0822,0.136,158.135,audio_features,4h0quUE1PFqgvfVdmt0NbI,spotify:track:4h0quUE1PFqgvfVdmt0NbI,https://api.spotify.com/v1/tracks/4h0quUE1PFqgvfVdmt0NbI,https://api.spotify.com/v1/audio-analysis/4h0quUE1PFqgvfVdmt0NbI,235676,4
79,Livin' On A Prayer,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,audio_features,37ZJ0p5Jm13JPevGcx4SkF,spotify:track:37ZJ0p5Jm13JPevGcx4SkF,https://api.spotify.com/v1/tracks/37ZJ0p5Jm13JPevGcx4SkF,https://api.spotify.com/v1/audio-analysis/37ZJ0p5Jm13JPevGcx4SkF,249293,4
80,Primordial,0.392,0.996,11,-3.082,0,0.0883,8.2e-05,0.00313,0.319,0.0374,94.925,audio_features,5IwtmOF4pLPDDTKcyxrG0p,spotify:track:5IwtmOF4pLPDDTKcyxrG0p,https://api.spotify.com/v1/tracks/5IwtmOF4pLPDDTKcyxrG0p,https://api.spotify.com/v1/audio-analysis/5IwtmOF4pLPDDTKcyxrG0p,259040,4
81,Acercarme a Vos,0.526,0.746,11,-7.41,1,0.0462,0.0764,5.51e-06,0.442,0.804,143.867,audio_features,6RKnz9l63EErn17rCGx5y9,spotify:track:6RKnz9l63EErn17rCGx5y9,https://api.spotify.com/v1/tracks/6RKnz9l63EErn17rCGx5y9,https://api.spotify.com/v1/audio-analysis/6RKnz9l63EErn17rCGx5y9,241648,4
82,Barfuß am Klavier,0.52,0.27,0,-11.575,1,0.029,0.885,0.0231,0.117,0.213,103.211,audio_features,4kr64ggr6ALZGxnkGdhK7b,spotify:track:4kr64ggr6ALZGxnkGdhK7b,https://api.spotify.com/v1/tracks/4kr64ggr6ALZGxnkGdhK7b,https://api.spotify.com/v1/audio-analysis/4kr64ggr6ALZGxnkGdhK7b,195372,4
83,Wild Thing,0.453,0.658,9,-13.472,1,0.0539,0.741,0.0288,0.135,0.761,203.871,audio_features,7jGzYUZ2Bgg8BDfYlQRfn8,spotify:track:7jGzYUZ2Bgg8BDfYlQRfn8,https://api.spotify.com/v1/tracks/7jGzYUZ2Bgg8BDfYlQRfn8,https://api.spotify.com/v1/audio-analysis/7jGzYUZ2Bgg8BDfYlQRfn8,155333,4
84,Nudes,0.847,0.733,3,-5.724,1,0.0441,0.144,2.26e-06,0.137,0.868,120.044,audio_features,52vRZdH4Ou4a5UgcY0kreG,spotify:track:52vRZdH4Ou4a5UgcY0kreG,https://api.spotify.com/v1/tracks/52vRZdH4Ou4a5UgcY0kreG,https://api.spotify.com/v1/audio-analysis/52vRZdH4Ou4a5UgcY0kreG,125014,4
85,One More Hour,0.647,0.398,4,-8.63,1,0.0283,0.108,0.107,0.148,0.32,102.029,audio_features,0mO6oS60RST2sWmN2FKknP,spotify:track:0mO6oS60RST2sWmN2FKknP,https://api.spotify.com/v1/tracks/0mO6oS60RST2sWmN2FKknP,https://api.spotify.com/v1/audio-analysis/0mO6oS60RST2sWmN2FKknP,432560,4
86,Do It for Nothing,0.666,0.667,2,-9.305,0,0.0371,0.043,0.0005,0.074,0.679,134.219,audio_features,31DvHUCSioX0JD7B4kZMJ9,spotify:track:31DvHUCSioX0JD7B4kZMJ9,https://api.spotify.com/v1/tracks/31DvHUCSioX0JD7B4kZMJ9,https://api.spotify.com/v1/audio-analysis/31DvHUCSioX0JD7B4kZMJ9,510933,4
87,High Hopes,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,audio_features,1rqqCSm0Qe4I9rUvWncaom,spotify:track:1rqqCSm0Qe4I9rUvWncaom,https://api.spotify.com/v1/tracks/1rqqCSm0Qe4I9rUvWncaom,https://api.spotify.com/v1/audio-analysis/1rqqCSm0Qe4I9rUvWncaom,190947,4
88,C,0.476,0.594,5,-6.879,1,0.135,0.0599,0.0,0.0785,0.314,159.702,audio_features,6Tio0ZoDeSQnI7EBAqWer2,spotify:track:6Tio0ZoDeSQnI7EBAqWer2,https://api.spotify.com/v1/tracks/6Tio0ZoDeSQnI7EBAqWer2,https://api.spotify.com/v1/audio-analysis/6Tio0ZoDeSQnI7EBAqWer2,141050,4
89,I've Got You Under My Skin,0.585,0.247,1,-12.612,1,0.04,0.452,8.85e-06,0.107,0.591,127.15,audio_features,3aEJMh1cXKEjgh52claxQp,spotify:track:3aEJMh1cXKEjgh52claxQp,https://api.spotify.com/v1/tracks/3aEJMh1cXKEjgh52claxQp,https://api.spotify.com/v1/audio-analysis/3aEJMh1cXKEjgh52claxQp,223760,4
90,Le confort,0.732,0.586,9,-6.868,0,0.0543,0.385,9.66e-05,0.0698,0.811,91.996,audio_features,7MwIFDLgzTvIEZbfVXHMYr,spotify:track:7MwIFDLgzTvIEZbfVXHMYr,https://api.spotify.com/v1/tracks/7MwIFDLgzTvIEZbfVXHMYr,https://api.spotify.com/v1/audio-analysis/7MwIFDLgzTvIEZbfVXHMYr,189827,4
91,Tastes Like Funk,0.528,0.965,11,-3.322,0,0.0968,0.075,0.00015,0.158,0.526,104.616,audio_features,7FbQ1hL0y7LM8d1KWvXdRb,spotify:track:7FbQ1hL0y7LM8d1KWvXdRb,https://api.spotify.com/v1/tracks/7FbQ1hL0y7LM8d1KWvXdRb,https://api.spotify.com/v1/audio-analysis/7FbQ1hL0y7LM8d1KWvXdRb,238000,4
92,POPSTAR (feat. Drake),0.8,0.56,5,-4.818,0,0.261,0.057,0.0,0.134,0.45,163.071,audio_features,6EDO9iiTtwNv6waLwa1UUq,spotify:track:6EDO9iiTtwNv6waLwa1UUq,https://api.spotify.com/v1/tracks/6EDO9iiTtwNv6waLwa1UUq,https://api.spotify.com/v1/audio-analysis/6EDO9iiTtwNv6waLwa1UUq,200221,4
93,Suspirium,0.457,0.223,1,-15.432,0,0.0317,0.988,0.918,0.135,0.438,150.998,audio_features,4Y1igB1GDncJvt7ezbV3cW,spotify:track:4Y1igB1GDncJvt7ezbV3cW,https://api.spotify.com/v1/tracks/4Y1igB1GDncJvt7ezbV3cW,https://api.spotify.com/v1/audio-analysis/4Y1igB1GDncJvt7ezbV3cW,201768,3
94,The Nazgûl,0.0994,0.00954,2,-24.894,0,0.0396,0.93,0.816,0.0929,0.0363,89.835,audio_features,1iYCMjIx93xfKSL4gzZBfX,spotify:track:1iYCMjIx93xfKSL4gzZBfX,https://api.spotify.com/v1/tracks/1iYCMjIx93xfKSL4gzZBfX,https://api.spotify.com/v1/audio-analysis/1iYCMjIx93xfKSL4gzZBfX,364893,4
95,Por Donde Vayan Tus Pies,0.502,0.382,8,-9.52,0,0.0291,0.333,7.73e-05,0.0795,0.235,79.947,audio_features,68k9LmSMHzJHPu7B4gRS5u,spotify:track:68k9LmSMHzJHPu7B4gRS5u,https://api.spotify.com/v1/tracks/68k9LmSMHzJHPu7B4gRS5u,https://api.spotify.com/v1/audio-analysis/68k9LmSMHzJHPu7B4gRS5u,253755,4
96,Momentary Bliss (feat. slowthai and Slaves),0.642,0.806,9,-6.73,1,0.239,0.0845,2.24e-05,0.64,0.712,158.059,audio_features,5h5FY6vmtDpgXF91BUexO0,spotify:track:5h5FY6vmtDpgXF91BUexO0,https://api.spotify.com/v1/tracks/5h5FY6vmtDpgXF91BUexO0,https://api.spotify.com/v1/audio-analysis/5h5FY6vmtDpgXF91BUexO0,221386,4
97,Spooky SZN 2020,0.702,0.55,11,-9.67,0,0.161,0.127,0.0,0.109,0.25,80.028,audio_features,5qbFpEImqeKWkIc1vqLlSE,spotify:track:5qbFpEImqeKWkIc1vqLlSE,https://api.spotify.com/v1/tracks/5qbFpEImqeKWkIc1vqLlSE,https://api.spotify.com/v1/audio-analysis/5qbFpEImqeKWkIc1vqLlSE,144375,4
98,The Woo (feat. 50 Cent & Roddy Ricch),0.49,0.618,1,-5.655,1,0.104,0.0221,3.77e-06,0.259,0.286,99.7,audio_features,1H7KnK26kc1YyellpbINEn,spotify:track:1H7KnK26kc1YyellpbINEn,https://api.spotify.com/v1/tracks/1H7KnK26kc1YyellpbINEn,https://api.spotify.com/v1/audio-analysis/1H7KnK26kc1YyellpbINEn,201600,4
99,Holy Ghost,0.514,0.78,10,-6.491,0,0.198,0.127,0.0,0.349,0.331,75.549,audio_features,6AHNkRbVzkh95xilnYzDT7,spotify:track:6AHNkRbVzkh95xilnYzDT7,https://api.spotify.com/v1/tracks/6AHNkRbVzkh95xilnYzDT7,https://api.spotify.com/v1/audio-analysis/6AHNkRbVzkh95xilnYzDT7,191200,4
100,Hot Thoughts,0.674,0.86,8,-5.768,1,0.0306,0.0508,0.204,0.641,0.463,109.011,audio_features,48yvsxGXnJBxy8nXgGbs4S,spotify:track:48yvsxGXnJBxy8nXgGbs4S,https://api.spotify.com/v1/tracks/48yvsxGXnJBxy8nXgGbs4S,https://api.spotify.com/v1/audio-analysis/48yvsxGXnJBxy8nXgGbs4S,228653,4
101,Celebration,0.885,0.664,1,-11.795,1,0.0524,0.145,0.0483,0.0767,0.906,121.632,audio_features,3K7Q9PHUWPTaknlbFPThn2,spotify:track:3K7Q9PHUWPTaknlbFPThn2,https://api.spotify.com/v1/tracks/3K7Q9PHUWPTaknlbFPThn2,https://api.spotify.com/v1/audio-analysis/3K7Q9PHUWPTaknlbFPThn2,298867,4
102,"Ballade No. 1 in G Minor, Op. 23",0.299,0.128,7,-19.765,0,0.0438,0.994,0.888,0.0604,0.125,81.139,audio_features,4N13aowVhw1EycyOqrF4nl,spotify:track:4N13aowVhw1EycyOqrF4nl,https://api.spotify.com/v1/tracks/4N13aowVhw1EycyOqrF4nl,https://api.spotify.com/v1/audio-analysis/4N13aowVhw1EycyOqrF4nl,509133,1
103,Sunny Days - Fred Falke Remix,0.713,0.73,6,-5.579,0,0.138,0.0186,5.17e-06,0.0945,0.313,123.967,audio_features,4RfvjfmKa89V3cHvyoDERv,spotify:track:4RfvjfmKa89V3cHvyoDERv,https://api.spotify.com/v1/tracks/4RfvjfmKa89V3cHvyoDERv,https://api.spotify.com/v1/audio-analysis/4RfvjfmKa89V3cHvyoDERv,389410,4
104,Sunflower - Spider-Man: Into the Spider-Verse,0.755,0.522,2,-4.368,1,0.0575,0.533,0.0,0.0685,0.925,89.96,audio_features,0RiRZpuVRbi7oqRdSMwhQY,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,https://api.spotify.com/v1/tracks/0RiRZpuVRbi7oqRdSMwhQY,https://api.spotify.com/v1/audio-analysis/0RiRZpuVRbi7oqRdSMwhQY,157560,4
105,Paseo Inmoral,0.527,0.747,9,-7.348,1,0.0413,0.000259,0.346,0.115,0.187,123.874,audio_features,6VH153hUoK92d0cqsf5l9i,spotify:track:6VH153hUoK92d0cqsf5l9i,https://api.spotify.com/v1/tracks/6VH153hUoK92d0cqsf5l9i,https://api.spotify.com/v1/audio-analysis/6VH153hUoK92d0cqsf5l9i,331133,4
106,Don't Let Go,0.69,0.738,6,-6.021,0,0.263,0.0756,4.72e-06,0.219,0.39,93.31,audio_features,5dIUmss21AYUiYJlHFOS5s,spotify:track:5dIUmss21AYUiYJlHFOS5s,https://api.spotify.com/v1/tracks/5dIUmss21AYUiYJlHFOS5s,https://api.spotify.com/v1/audio-analysis/5dIUmss21AYUiYJlHFOS5s,187896,4
107,Lemon to a Knife Fight,0.557,0.849,9,-3.58,0,0.0444,0.000889,0.0,0.0944,0.71,149.994,audio_features,3QRqzF6rX9nZbTGQvBU5bN,spotify:track:3QRqzF6rX9nZbTGQvBU5bN,https://api.spotify.com/v1/tracks/3QRqzF6rX9nZbTGQvBU5bN,https://api.spotify.com/v1/audio-analysis/3QRqzF6rX9nZbTGQvBU5bN,205822,4
108,Jerk It Out,0.58,0.981,8,-2.603,0,0.06,0.0171,1.07e-05,0.386,0.861,134.007,audio_features,1bx7OUl2UmAnA5oZkm9If7,spotify:track:1bx7OUl2UmAnA5oZkm9If7,https://api.spotify.com/v1/tracks/1bx7OUl2UmAnA5oZkm9If7,https://api.spotify.com/v1/audio-analysis/1bx7OUl2UmAnA5oZkm9If7,195667,4
109,Una Vez,0.55,0.598,11,-5.402,0,0.0831,0.132,2.58e-06,0.0955,0.543,83.836,audio_features,5J7teKIJGtqVypgYI6sqXj,spotify:track:5J7teKIJGtqVypgYI6sqXj,https://api.spotify.com/v1/tracks/5J7teKIJGtqVypgYI6sqXj,https://api.spotify.com/v1/audio-analysis/5J7teKIJGtqVypgYI6sqXj,232496,4
110,Hollywood Swinging,0.623,0.824,6,-8.971,0,0.0479,0.0195,0.13,0.0491,0.574,111.356,audio_features,6igsoAR6Co9u7Rq3U7mlOD,spotify:track:6igsoAR6Co9u7Rq3U7mlOD,https://api.spotify.com/v1/tracks/6igsoAR6Co9u7Rq3U7mlOD,https://api.spotify.com/v1/audio-analysis/6igsoAR6Co9u7Rq3U7mlOD,279933,4
111,Life Is Good (feat. Drake),0.676,0.609,2,-5.831,0,0.481,0.0706,0.0,0.152,0.508,142.037,audio_features,5yY9lUy8nbvjM1Uyo1Uqoc,spotify:track:5yY9lUy8nbvjM1Uyo1Uqoc,https://api.spotify.com/v1/tracks/5yY9lUy8nbvjM1Uyo1Uqoc,https://api.spotify.com/v1/audio-analysis/5yY9lUy8nbvjM1Uyo1Uqoc,237735,4
112,What If You Were Right The First Time?,0.258,0.978,10,-4.464,0,0.139,4.77e-05,0.0219,0.0454,0.367,145.866,audio_features,3acb2sXcXrUQGFYJE2qHs8,spotify:track:3acb2sXcXrUQGFYJE2qHs8,https://api.spotify.com/v1/tracks/3acb2sXcXrUQGFYJE2qHs8,https://api.spotify.com/v1/audio-analysis/3acb2sXcXrUQGFYJE2qHs8,182920,4
113,Adalene,0.452,0.105,8,-23.332,1,0.0443,0.995,0.97,0.0934,0.374,77.941,audio_features,3zI3slH8XE60lQbZdX83SM,spotify:track:3zI3slH8XE60lQbZdX83SM,https://api.spotify.com/v1/tracks/3zI3slH8XE60lQbZdX83SM,https://api.spotify.com/v1/audio-analysis/3zI3slH8XE60lQbZdX83SM,110250,4
114,Destination Calabria,0.627,0.954,2,-4.804,1,0.0425,0.0015,0.000814,0.292,0.312,128.016,audio_features,5TmFTHZp7HjBXjjsFvCY6h,spotify:track:5TmFTHZp7HjBXjjsFvCY6h,https://api.spotify.com/v1/tracks/5TmFTHZp7HjBXjjsFvCY6h,https://api.spotify.com/v1/audio-analysis/5TmFTHZp7HjBXjjsFvCY6h,223112,4
115,Bold as Love,0.354,0.741,1,-6.389,1,0.0806,0.018,0.0134,0.0753,0.596,142.348,audio_features,0uco0wQkB909zpPlHvu5Cc,spotify:track:0uco0wQkB909zpPlHvu5Cc,https://api.spotify.com/v1/tracks/0uco0wQkB909zpPlHvu5Cc,https://api.spotify.com/v1/audio-analysis/0uco0wQkB909zpPlHvu5Cc,251013,4
116,Why Can't This Be Love - 2004 Remaster,0.54,0.82,7,-5.255,1,0.0977,0.0512,0.0,0.0835,0.55,88.469,audio_features,6CK4xXnpKHJQA4YFoQ6Ads,spotify:track:6CK4xXnpKHJQA4YFoQ6Ads,https://api.spotify.com/v1/tracks/6CK4xXnpKHJQA4YFoQ6Ads,https://api.spotify.com/v1/audio-analysis/6CK4xXnpKHJQA4YFoQ6Ads,228333,4
117,CALL ME (Freestyle),0.749,0.564,11,-10.383,0,0.146,0.623,5.4e-05,0.232,0.47,119.982,audio_features,1awc3w3LUJOK8TwD17bQLZ,spotify:track:1awc3w3LUJOK8TwD17bQLZ,https://api.spotify.com/v1/tracks/1awc3w3LUJOK8TwD17bQLZ,https://api.spotify.com/v1/audio-analysis/1awc3w3LUJOK8TwD17bQLZ,185000,4
118,True Love Waits,0.401,0.132,0,-15.569,1,0.0355,0.938,0.102,0.1,0.0381,136.142,audio_features,07XaOyTS5hyaWiUK1Bc3bR,spotify:track:07XaOyTS5hyaWiUK1Bc3bR,https://api.spotify.com/v1/tracks/07XaOyTS5hyaWiUK1Bc3bR,https://api.spotify.com/v1/audio-analysis/07XaOyTS5hyaWiUK1Bc3bR,283464,4
119,Greasy Love,0.316,0.881,1,-3.642,1,0.0627,0.00852,1.01e-06,0.805,0.726,89.971,audio_features,3i4YOMSPKsj6Cg4FTDYsyz,spotify:track:3i4YOMSPKsj6Cg4FTDYsyz,https://api.spotify.com/v1/tracks/3i4YOMSPKsj6Cg4FTDYsyz,https://api.spotify.com/v1/audio-analysis/3i4YOMSPKsj6Cg4FTDYsyz,222293,4
120,La chica de Ipanema,0.779,0.613,9,-7.24,1,0.0674,0.534,9.54e-05,0.118,0.812,152.066,audio_features,1QgfZsvA8tpsMVs1EylzYU,spotify:track:1QgfZsvA8tpsMVs1EylzYU,https://api.spotify.com/v1/tracks/1QgfZsvA8tpsMVs1EylzYU,https://api.spotify.com/v1/audio-analysis/1QgfZsvA8tpsMVs1EylzYU,251480,4
121,Big Fish,0.898,0.547,3,-5.707,0,0.313,0.484,1.04e-05,0.37,0.763,100.01,audio_features,6eL1ncVDtQHgSm3E288TS7,spotify:track:6eL1ncVDtQHgSm3E288TS7,https://api.spotify.com/v1/tracks/6eL1ncVDtQHgSm3E288TS7,https://api.spotify.com/v1/audio-analysis/6eL1ncVDtQHgSm3E288TS7,198133,4
122,American Sports,0.372,0.865,7,-4.288,0,0.0513,0.00169,0.00293,0.127,0.594,176.689,audio_features,2HbYLDA1SigY1ilC94ieVu,spotify:track:2HbYLDA1SigY1ilC94ieVu,https://api.spotify.com/v1/tracks/2HbYLDA1SigY1ilC94ieVu,https://api.spotify.com/v1/audio-analysis/2HbYLDA1SigY1ilC94ieVu,158040,3
123,"Waltzes, Op. 64: No. 2, Tempo giusto in C-Sharp Minor",0.264,0.0693,1,-22.922,0,0.036,0.994,0.884,0.126,0.102,94.668,audio_features,23Cp1ualBkWjRQFgWxJtbm,spotify:track:23Cp1ualBkWjRQFgWxJtbm,https://api.spotify.com/v1/tracks/23Cp1ualBkWjRQFgWxJtbm,https://api.spotify.com/v1/audio-analysis/23Cp1ualBkWjRQFgWxJtbm,187803,4
124,Crystal Silence,0.203,0.0186,9,-24.277,0,0.0408,0.985,0.377,0.0728,0.0481,76.591,audio_features,5F8rPLt2c52p0SK7kiH26b,spotify:track:5F8rPLt2c52p0SK7kiH26b,https://api.spotify.com/v1/tracks/5F8rPLt2c52p0SK7kiH26b,https://api.spotify.com/v1/audio-analysis/5F8rPLt2c52p0SK7kiH26b,415000,4
125,The Walk,0.77,0.801,9,-4.182,0,0.0336,0.00375,0.00281,0.0515,0.725,130.76,audio_features,46EOWTszdIfllYY4o6rjkY,spotify:track:46EOWTszdIfllYY4o6rjkY,https://api.spotify.com/v1/tracks/46EOWTszdIfllYY4o6rjkY,https://api.spotify.com/v1/audio-analysis/46EOWTszdIfllYY4o6rjkY,233133,4
126,I Could Have Lied,0.56,0.209,7,-13.591,1,0.039,0.0132,0.551,0.342,0.407,140.744,audio_features,0NSbiBKXoODbsPwjSivfBr,spotify:track:0NSbiBKXoODbsPwjSivfBr,https://api.spotify.com/v1/tracks/0NSbiBKXoODbsPwjSivfBr,https://api.spotify.com/v1/audio-analysis/0NSbiBKXoODbsPwjSivfBr,244400,4
127,Highway Star - Remastered 2012,0.307,0.909,9,-7.08,0,0.0574,0.135,0.0336,0.125,0.443,173.674,audio_features,3uMmllZo1AfoEnVT4ENCD3,spotify:track:3uMmllZo1AfoEnVT4ENCD3,https://api.spotify.com/v1/tracks/3uMmllZo1AfoEnVT4ENCD3,https://api.spotify.com/v1/audio-analysis/3uMmllZo1AfoEnVT4ENCD3,366136,4
128,Rise Up,0.648,0.927,1,-3.633,1,0.049,0.011,0.0,0.162,0.361,126.037,audio_features,46lyJh9GYmWsHez3EsvmAx,spotify:track:46lyJh9GYmWsHez3EsvmAx,https://api.spotify.com/v1/tracks/46lyJh9GYmWsHez3EsvmAx,https://api.spotify.com/v1/audio-analysis/46lyJh9GYmWsHez3EsvmAx,182000,4
129,Mad World,0.54,0.892,11,-4.985,1,0.11,0.233,9.35e-05,0.195,0.152,106.594,audio_features,6L5eyrIlO6GkRJAdqQEThe,spotify:track:6L5eyrIlO6GkRJAdqQEThe,https://api.spotify.com/v1/tracks/6L5eyrIlO6GkRJAdqQEThe,https://api.spotify.com/v1/audio-analysis/6L5eyrIlO6GkRJAdqQEThe,153304,3
130,Porque te Amo,0.584,0.461,9,-6.398,1,0.0292,0.479,1.19e-05,0.25,0.672,130.045,audio_features,5Lz3Qx9T1AGlxJcrrMTm6X,spotify:track:5Lz3Qx9T1AGlxJcrrMTm6X,https://api.spotify.com/v1/tracks/5Lz3Qx9T1AGlxJcrrMTm6X,https://api.spotify.com/v1/audio-analysis/5Lz3Qx9T1AGlxJcrrMTm6X,207587,3
131,Les filles désir,0.582,0.548,3,-8.018,0,0.0462,0.338,0.114,0.0962,0.38,80.038,audio_features,3Cc0xsYtoaPDjVZyiPHiQ4,spotify:track:3Cc0xsYtoaPDjVZyiPHiQ4,https://api.spotify.com/v1/tracks/3Cc0xsYtoaPDjVZyiPHiQ4,https://api.spotify.com/v1/audio-analysis/3Cc0xsYtoaPDjVZyiPHiQ4,196813,4
132,Bang Bang,0.706,0.786,0,-3.417,0,0.091,0.26,0.0,0.38,0.751,150.028,audio_features,0puf9yIluy9W0vpMEUoAnN,spotify:track:0puf9yIluy9W0vpMEUoAnN,https://api.spotify.com/v1/tracks/0puf9yIluy9W0vpMEUoAnN,https://api.spotify.com/v1/audio-analysis/0puf9yIluy9W0vpMEUoAnN,199387,4
133,Kisses Back,0.788,0.63,4,-8.397,0,0.0331,0.255,2.08e-06,0.0828,0.755,123.984,audio_features,6uzwiQa5FkiiHLyt7ENYc6,spotify:track:6uzwiQa5FkiiHLyt7ENYc6,https://api.spotify.com/v1/tracks/6uzwiQa5FkiiHLyt7ENYc6,https://api.spotify.com/v1/audio-analysis/6uzwiQa5FkiiHLyt7ENYc6,222630,4
134,Southside Stomp,0.456,0.704,0,-14.844,1,0.0369,0.235,0.896,0.4,0.733,107.213,audio_features,4J3iMGZRjUkUTvsSAioUGo,spotify:track:4J3iMGZRjUkUTvsSAioUGo,https://api.spotify.com/v1/tracks/4J3iMGZRjUkUTvsSAioUGo,https://api.spotify.com/v1/audio-analysis/4J3iMGZRjUkUTvsSAioUGo,259250,4
135,Alexandrite,0.681,0.464,0,-14.091,0,0.087,0.00493,0.0,0.154,0.39,112.031,audio_features,3c6cHZXhI02HoMZpDeTv5g,spotify:track:3c6cHZXhI02HoMZpDeTv5g,https://api.spotify.com/v1/tracks/3c6cHZXhI02HoMZpDeTv5g,https://api.spotify.com/v1/audio-analysis/3c6cHZXhI02HoMZpDeTv5g,181095,4
136,2U (feat. Justin Bieber),0.548,0.65,8,-5.827,0,0.0591,0.219,0.0,0.225,0.557,144.937,audio_features,3A7qX2QjDlPnazUsRk5y0M,spotify:track:3A7qX2QjDlPnazUsRk5y0M,https://api.spotify.com/v1/tracks/3A7qX2QjDlPnazUsRk5y0M,https://api.spotify.com/v1/audio-analysis/3A7qX2QjDlPnazUsRk5y0M,194897,4
137,Happy Now - Together Alone Remix,0.664,0.621,10,-7.968,0,0.25,0.352,0.00342,0.378,0.183,112.086,audio_features,0Hqm2pAVGD1d0prCSA1WEF,spotify:track:0Hqm2pAVGD1d0prCSA1WEF,https://api.spotify.com/v1/tracks/0Hqm2pAVGD1d0prCSA1WEF,https://api.spotify.com/v1/audio-analysis/0Hqm2pAVGD1d0prCSA1WEF,145868,4
138,State of Art,0.506,0.793,0,-11.301,1,0.0564,0.00302,0.207,0.109,0.714,131.652,audio_features,6rgsNngVSU9eqo1wpHjCxD,spotify:track:6rgsNngVSU9eqo1wpHjCxD,https://api.spotify.com/v1/tracks/6rgsNngVSU9eqo1wpHjCxD,https://api.spotify.com/v1/audio-analysis/6rgsNngVSU9eqo1wpHjCxD,233960,4
139,Love Songs - Bonus,0.641,0.355,5,-10.599,1,0.0906,0.831,0.000855,0.11,0.453,120.032,audio_features,6qL5UWxRSQYml9O99ozoLv,spotify:track:6qL5UWxRSQYml9O99ozoLv,https://api.spotify.com/v1/tracks/6qL5UWxRSQYml9O99ozoLv,https://api.spotify.com/v1/audio-analysis/6qL5UWxRSQYml9O99ozoLv,148640,4
